Year,State,Metric,Age Range,"Events per 1,000 women"
2015,NC,Pregnancy Rate,20-24,128.2
2016,NC,Pregnancy Rate,20-24,119.4
1988,ND,Pregnancy Rate,20-24,157.5
1992,ND,Pregnancy Rate,20-24,140.6
1996,ND,Pregnancy Rate,20-24,133.7
2000,ND,Pregnancy Rate,20-24,113.7
2005,ND,Pregnancy Rate,20-24,108.5
2006,ND,Pregnancy Rate,20-24,108.1
2007,ND,Pregnancy Rate,20-24,114.7
2008,ND,Pregnancy Rate,20-24,116.7
2009,ND,Pregnancy Rate,20-24,113.2
2010,ND,Pregnancy Rate,20-24,108.7
2011,ND,Pregnancy Rate,20-24,110.5
2012,ND,Pregnancy Rate,20-24,112.3
2013,ND,Pregnancy Rate,20-24,106.8
2014,ND,Pregnancy Rate,20-24,110.9
2015,ND,Pregnancy Rate,20-24,105.9
2016,ND,Pregnancy Rate,20-24,100.2
1988,OH,Pregnancy Rate,20-24,174.6
1992,OH,Pregnancy Rate,20-24,178.3
1996,OH,Pregnancy Rate,20-24,166.6
2000,OH,Pregnancy Rate,20-24,172.5
2005,OH,Pregnancy Rate,20-24,155.3
2006,OH,Pregnancy Rate,20-24,161.1
2007,OH,Pregnancy Rate,20-24,160.5
2008,OH,Pregnancy Rate,20-24,159.4
2009,OH,Pregnancy Rate,20-24,151.7
2010,OH,Pregnancy Rate,20-24,141.2
2011,OH,Pregnancy Rate,20-24,136.0
2012,OH,Pregnancy Rate,20-24,133.3
2013,OH,Pregnancy Rate,20-24,129.6
2014,OH,Pregnancy Rate,20-24,125.3
2015,OH,Pregnancy Rate,20-24,121.7
2016,OH,Pregnancy Rate,20-24,117.3
1988,OK,Pregnancy Rate,20-24,196.8
1992,OK,Pregnancy Rate,20-24,197.8
1996,OK,Pregnancy Rate,20-24,179.5
2000,OK,Pregnancy Rate,20-24,185.6
2005,OK,Pregnancy Rate,20-24,177.6
2006,OK,Pregnancy Rate,20-24,185.3
2007,OK,Pregnancy Rate,20-24,186.7
2008,OK,Pregnancy Rate,20-24,183.7
2009,OK,Pregnancy Rate,20-24,175.6
2010,OK,Pregnancy Rate,20-24,165.7
2011,OK,Pregnancy Rate,20-24,157.0
2012,OK,Pregnancy Rate,20-24,151.5
2013,OK,Pregnancy Rate,20-24,149.2
2014,OK,Pregnancy Rate,20-24,144.1
2015,OK,Pregnancy Rate,20-24,140.9
2016,OK,Pregnancy Rate,20-24,138.5
1988,OR,Pregnancy Rate,20-24,196.7
1992,OR,Pregnancy Rate,20-24,199.3
1996,OR,Pregnancy Rate,20-24,180.7
2000,OR,Pregnancy Rate,20-24,178.7
2005,OR,Pregnancy Rate,20-24,148.7
2006,OR,Pregnancy Rate,20-24,154.3
2007,OR,Pregnancy Rate,20-24,154.7
2008,OR,Pregnancy Rate,20-24,147.7
2009,OR,Pregnancy Rate,20-24,135.1
2010,OR,Pregnancy Rate,20-24,127.6
2011,OR,Pregnancy Rate,20-24,119.4
2012,OR,Pregnancy Rate,20-24,114.2
2013,OR,Pregnancy Rate,20-24,109.7
2014,OR,Pregnancy Rate,20-24,106.7
2015,OR,Pregnancy Rate,20-24,104.6
2016,OR,Pregnancy Rate,20-24,99.1
1988,PA,Pregnancy Rate,20-24,150.2
1992,PA,Pregnancy Rate,20-24,151.4
1996,PA,Pregnancy Rate,20-24,136.4
2000,PA,Pregnancy Rate,20-24,138.7
2005,PA,Pregnancy Rate,20-24,131.0
2006,PA,Pregnancy Rate,20-24,134.8
2007,PA,Pregnancy Rate,20-24,137.9
2008,PA,Pregnancy Rate,20-24,141.1
2009,PA,Pregnancy Rate,20-24,133.4
2010,PA,Pregnancy Rate,20-24,126.2
2011,PA,Pregnancy Rate,20-24,120.9
2012,PA,Pregnancy Rate,20-24,117.2
2013,PA,Pregnancy Rate,20-24,112.5
2014,PA,Pregnancy Rate,20-24,110.6
2015,PA,Pregnancy Rate,20-24,108.5
2016,PA,Pregnancy Rate,20-24,104.4
1988,RI,Pregnancy Rate,20-24,149.5
1992,RI,Pregnancy Rate,20-24,139.8
1996,RI,Pregnancy Rate,20-24,141.3
2000,RI,Pregnancy Rate,20-24,134.8
2005,RI,Pregnancy Rate,20-24,121.2
2006,RI,Pregnancy Rate,20-24,123.2
2007,RI,Pregnancy Rate,20-24,122.4
2008,RI,Pregnancy Rate,20-24,119.4
2009,RI,Pregnancy Rate,20-24,111.7
2010,RI,Pregnancy Rate,20-24,103.7
2011,RI,Pregnancy Rate,20-24,98.4
2012,RI,Pregnancy Rate,20-24,99.4
2013,RI,Pregnancy Rate,20-24,87.5
2014,RI,Pregnancy Rate,20-24,90.9
2015,RI,Pregnancy Rate,20-24,87.7
2016,RI,Pregnancy Rate,20-24,85.79999999999998
1988,SC,Pregnancy Rate,20-24,185.6
1992,SC,Pregnancy Rate,20-24,180.7
1996,SC,Pregnancy Rate,20-24,157.8
2000,SC,Pregnancy Rate,20-24,170.8
2005,SC,Pregnancy Rate,20-24,164.4
2006,SC,Pregnancy Rate,20-24,177.7
2007,SC,Pregnancy Rate,20-24,174.4
2008,SC,Pregnancy Rate,20-24,170.4
2009,SC,Pregnancy Rate,20-24,158.8
2010,SC,Pregnancy Rate,20-24,148.8
2011,SC,Pregnancy Rate,20-24,139.6
2012,SC,Pregnancy Rate,20-24,135.1
2013,SC,Pregnancy Rate,20-24,131.5
2014,SC,Pregnancy Rate,20-24,129.7
2015,SC,Pregnancy Rate,20-24,128.9
2016,SC,Pregnancy Rate,20-24,122.0
1988,SD,Pregnancy Rate,20-24,170.7
1992,SD,Pregnancy Rate,20-24,177.1
1996,SD,Pregnancy Rate,20-24,152.0
2000,SD,Pregnancy Rate,20-24,148.1
2005,SD,Pregnancy Rate,20-24,147.3
2006,SD,Pregnancy Rate,20-24,151.2
2007,SD,Pregnancy Rate,20-24,153.8
2008,SD,Pregnancy Rate,20-24,152.4
2009,SD,Pregnancy Rate,20-24,148.3
2010,SD,Pregnancy Rate,20-24,141.0
2011,SD,Pregnancy Rate,20-24,134.8
2012,SD,Pregnancy Rate,20-24,134.1
2013,SD,Pregnancy Rate,20-24,129.7
2014,SD,Pregnancy Rate,20-24,124.2
2015,SD,Pregnancy Rate,20-24,123.3
2016,SD,Pregnancy Rate,20-24,116.0
1988,TN,Pregnancy Rate,20-24,177.3
1992,TN,Pregnancy Rate,20-24,182.1
1996,TN,Pregnancy Rate,20-24,170.8
2000,TN,Pregnancy Rate,20-24,182.1
2005,TN,Pregnancy Rate,20-24,172.0
2006,TN,Pregnancy Rate,20-24,175.6
2007,TN,Pregnancy Rate,20-24,180.0
2008,TN,Pregnancy Rate,20-24,176.4
2009,TN,Pregnancy Rate,20-24,164.4
2010,TN,Pregnancy Rate,20-24,152.8
2011,TN,Pregnancy Rate,20-24,146.8
2012,TN,Pregnancy Rate,20-24,144.7
2013,TN,Pregnancy Rate,20-24,138.8
2014,TN,Pregnancy Rate,20-24,137.1
2015,TN,Pregnancy Rate,20-24,134.1
2016,TN,Pregnancy Rate,20-24,127.9
1988,TX,Pregnancy Rate,20-24,215.0
1992,TX,Pregnancy Rate,20-24,225.0
1996,TX,Pregnancy Rate,20-24,211.1
2000,TX,Pregnancy Rate,20-24,208.2
2005,TX,Pregnancy Rate,20-24,191.4
2006,TX,Pregnancy Rate,20-24,195.7
2007,TX,Pregnancy Rate,20-24,194.4
2008,TX,Pregnancy Rate,20-24,189.5
2009,TX,Pregnancy Rate,20-24,181.5
2010,TX,Pregnancy Rate,20-24,168.5
2011,TX,Pregnancy Rate,20-24,155.7
2012,TX,Pregnancy Rate,20-24,151.4
2013,TX,Pregnancy Rate,20-24,148.8
2014,TX,Pregnancy Rate,20-24,143.9
2015,TX,Pregnancy Rate,20-24,140.3
2016,TX,Pregnancy Rate,20-24,134.0
1973,US,Pregnancy Rate,20-24,172.6
1974,US,Pregnancy Rate,20-24,174.9
1975,US,Pregnancy Rate,20-24,173.3
1976,US,Pregnancy Rate,20-24,175.8
1977,US,Pregnancy Rate,20-24,184.1
1978,US,Pregnancy Rate,20-24,183.6
1979,US,Pregnancy Rate,20-24,190.1
1980,US,Pregnancy Rate,20-24,194.3
1981,US,Pregnancy Rate,20-24,191.1
1982,US,Pregnancy Rate,20-24,190.1
1983,US,Pregnancy Rate,20-24,185.4
1984,US,Pregnancy Rate,20-24,185.0
1985,US,Pregnancy Rate,20-24,187.1
1986,US,Pregnancy Rate,20-24,185.9
1987,US,Pregnancy Rate,20-24,186.7
1988,US,Pregnancy Rate,20-24,191.2
1989,US,Pregnancy Rate,20-24,195.7
1990,US,Pregnancy Rate,20-24,202.1
1991,US,Pregnancy Rate,20-24,200.5
1992,US,Pregnancy Rate,20-24,198.0
1993,US,Pregnancy Rate,20-24,194.0
1994,US,Pregnancy Rate,20-24,188.2
1995,US,Pregnancy Rate,20-24,182.9
1996,US,Pregnancy Rate,20-24,183.6
1997,US,Pregnancy Rate,20-24,181.7
1998,US,Pregnancy Rate,20-24,181.8
1999,US,Pregnancy Rate,20-24,180.6
2000,US,Pregnancy Rate,20-24,181.2
2001,US,Pregnancy Rate,20-24,175.6
2002,US,Pregnancy Rate,20-24,170.6
2003,US,Pregnancy Rate,20-24,168.3
2004,US,Pregnancy Rate,20-24,165.6
2005,US,Pregnancy Rate,20-24,164.7
2006,US,Pregnancy Rate,20-24,170.4
2007,US,Pregnancy Rate,20-24,168.8
2008,US,Pregnancy Rate,20-24,164.3
2009,US,Pregnancy Rate,20-24,155.0
2010,US,Pregnancy Rate,20-24,145.0
2011,US,Pregnancy Rate,20-24,137.6
2012,US,Pregnancy Rate,20-24,132.6
2013,US,Pregnancy Rate,20-24,127.6
2014,US,Pregnancy Rate,20-24,124.3
2015,US,Pregnancy Rate,20-24,120.3
2016,US,Pregnancy Rate,20-24,115.2
1988,UT,Pregnancy Rate,20-24,214.0
1992,UT,Pregnancy Rate,20-24,198.9
1996,UT,Pregnancy Rate,20-24,186.0
2000,UT,Pregnancy Rate,20-24,174.7
2005,UT,Pregnancy Rate,20-24,162.2
2006,UT,Pregnancy Rate,20-24,167.5
2007,UT,Pregnancy Rate,20-24,168.8
2008,UT,Pregnancy Rate,20-24,166.0
2009,UT,Pregnancy Rate,20-24,153.9
2010,UT,Pregnancy Rate,20-24,142.7
2011,UT,Pregnancy Rate,20-24,130.9
2012,UT,Pregnancy Rate,20-24,125.9
2013,UT,Pregnancy Rate,20-24,121.2
2014,UT,Pregnancy Rate,20-24,118.9
2015,UT,Pregnancy Rate,20-24,112.6
2016,UT,Pregnancy Rate,20-24,111.6
1988,VT,Pregnancy Rate,20-24,163.1
1992,VT,Pregnancy Rate,20-24,134.7
1996,VT,Pregnancy Rate,20-24,134.7
2000,VT,Pregnancy Rate,20-24,118.3
2005,VT,Pregnancy Rate,20-24,111.0
2006,VT,Pregnancy Rate,20-24,113.1
2007,VT,Pregnancy Rate,20-24,117.1
2008,VT,Pregnancy Rate,20-24,117.3
2009,VT,Pregnancy Rate,20-24,112.8
2010,VT,Pregnancy Rate,20-24,106.5
2011,VT,Pregnancy Rate,20-24,109.1
2012,VT,Pregnancy Rate,20-24,102.2
2013,VT,Pregnancy Rate,20-24,92.8
2014,VT,Pregnancy Rate,20-24,88.2
2015,VT,Pregnancy Rate,20-24,76.59999999999998
2016,VT,Pregnancy Rate,20-24,72.0
1988,VA,Pregnancy Rate,20-24,177.1
1992,VA,Pregnancy Rate,20-24,179.9
1996,VA,Pregnancy Rate,20-24,162.7
2000,VA,Pregnancy Rate,20-24,166.2
2005,VA,Pregnancy Rate,20-24,155.5
2006,VA,Pregnancy Rate,20-24,158.0
2007,VA,Pregnancy Rate,20-24,158.0
2008,VA,Pregnancy Rate,20-24,151.1
2009,VA,Pregnancy Rate,20-24,145.1
2010,VA,Pregnancy Rate,20-24,137.6
2011,VA,Pregnancy Rate,20-24,131.4
2012,VA,Pregnancy Rate,20-24,129.0
2013,VA,Pregnancy Rate,20-24,125.4
2014,VA,Pregnancy Rate,20-24,114.1
2015,VA,Pregnancy Rate,20-24,110.7
2016,VA,Pregnancy Rate,20-24,104.7
1988,WA,Pregnancy Rate,20-24,203.5
1992,WA,Pregnancy Rate,20-24,214.4
1996,WA,Pregnancy Rate,20-24,183.8
2000,WA,Pregnancy Rate,20-24,173.2
2005,WA,Pregnancy Rate,20-24,150.7
2006,WA,Pregnancy Rate,20-24,155.2
2007,WA,Pregnancy Rate,20-24,159.0
2008,WA,Pregnancy Rate,20-24,157.2
2009,WA,Pregnancy Rate,20-24,148.7
2010,WA,Pregnancy Rate,20-24,135.3
2011,WA,Pregnancy Rate,20-24,129.6
2012,WA,Pregnancy Rate,20-24,123.0
2013,WA,Pregnancy Rate,20-24,117.4
2014,WA,Pregnancy Rate,20-24,115.4
2015,WA,Pregnancy Rate,20-24,109.7
2016,WA,Pregnancy Rate,20-24,104.8
1988,WV,Pregnancy Rate,20-24,161.5
1992,WV,Pregnancy Rate,20-24,164.8
1996,WV,Pregnancy Rate,20-24,146.4
2000,WV,Pregnancy Rate,20-24,160.6
2005,WV,Pregnancy Rate,20-24,147.1
2006,WV,Pregnancy Rate,20-24,149.0
2007,WV,Pregnancy Rate,20-24,161.8
2008,WV,Pregnancy Rate,20-24,157.7
2009,WV,Pregnancy Rate,20-24,159.4
2010,WV,Pregnancy Rate,20-24,153.3
2011,WV,Pregnancy Rate,20-24,147.9
2012,WV,Pregnancy Rate,20-24,142.5
2013,WV,Pregnancy Rate,20-24,142.0
2014,WV,Pregnancy Rate,20-24,134.6
2015,WV,Pregnancy Rate,20-24,133.4
2016,WV,Pregnancy Rate,20-24,131.3
1988,WI,Pregnancy Rate,20-24,149.5
1992,WI,Pregnancy Rate,20-24,145.3
1996,WI,Pregnancy Rate,20-24,136.3
2000,WI,Pregnancy Rate,20-24,132.0
2005,WI,Pregnancy Rate,20-24,122.5
2006,WI,Pregnancy Rate,20-24,124.5
2007,WI,Pregnancy Rate,20-24,124.5
2008,WI,Pregnancy Rate,20-24,124.5
2009,WI,Pregnancy Rate,20-24,119.2
2010,WI,Pregnancy Rate,20-24,113.1
2011,WI,Pregnancy Rate,20-24,108.4
2012,WI,Pregnancy Rate,20-24,103.4
2013,WI,Pregnancy Rate,20-24,97.5
2014,WI,Pregnancy Rate,20-24,94.1
2015,WI,Pregnancy Rate,20-24,90.2
2016,WI,Pregnancy Rate,20-24,83.7
1988,WY,Pregnancy Rate,20-24,203.1
1992,WY,Pregnancy Rate,20-24,204.8
1996,WY,Pregnancy Rate,20-24,183.0
2000,WY,Pregnancy Rate,20-24,194.1
2005,WY,Pregnancy Rate,20-24,176.0
2006,WY,Pregnancy Rate,20-24,182.8
2007,WY,Pregnancy Rate,20-24,178.9
2008,WY,Pregnancy Rate,20-24,178.8
2009,WY,Pregnancy Rate,20-24,163.9
2010,WY,Pregnancy Rate,20-24,159.6
2011,WY,Pregnancy Rate,20-24,150.3
2012,WY,Pregnancy Rate,20-24,139.9
2013,WY,Pregnancy Rate,20-24,140.0
2014,WY,Pregnancy Rate,20-24,138.8
2015,WY,Pregnancy Rate,20-24,140.9
2016,WY,Pregnancy Rate,20-24,126.0
1988,AL,Pregnancy Rate,25-29,152.5
1992,AL,Pregnancy Rate,25-29,155.0
1996,AL,Pregnancy Rate,25-29,143.2
2000,AL,Pregnancy Rate,25-29,158.7
2005,AL,Pregnancy Rate,25-29,154.8
2006,AL,Pregnancy Rate,25-29,159.1
2007,AL,Pregnancy Rate,25-29,160.7
2008,AL,Pregnancy Rate,25-29,160.6
2009,AL,Pregnancy Rate,25-29,155.3
2010,AL,Pregnancy Rate,25-29,152.4
2011,AL,Pregnancy Rate,25-29,150.3
2012,AL,Pregnancy Rate,25-29,148.0
2013,AL,Pregnancy Rate,25-29,147.6
2014,AL,Pregnancy Rate,25-29,151.0
2015,AL,Pregnancy Rate,25-29,150.7
2016,AL,Pregnancy Rate,25-29,148.4
1988,AK,Pregnancy Rate,25-29,210.8
1992,AK,Pregnancy Rate,25-29,199.5
1996,AK,Pregnancy Rate,25-29,204.8
2000,AK,Pregnancy Rate,25-29,181.0
2005,AK,Pregnancy Rate,25-29,184.6
2006,AK,Pregnancy Rate,25-29,187.0
2007,AK,Pregnancy Rate,25-29,185.0
2008,AK,Pregnancy Rate,25-29,188.3
2009,AK,Pregnancy Rate,25-29,184.2
2010,AK,Pregnancy Rate,25-29,177.1
2011,AK,Pregnancy Rate,25-29,172.4
2012,AK,Pregnancy Rate,25-29,166.0
2013,AK,Pregnancy Rate,25-29,170.4
2014,AK,Pregnancy Rate,25-29,167.3
2015,AK,Pregnancy Rate,25-29,164.6
2016,AK,Pregnancy Rate,25-29,162.0
1988,AZ,Pregnancy Rate,25-29,191.0
1992,AZ,Pregnancy Rate,25-29,182.5
1996,AZ,Pregnancy Rate,25-29,172.0
2000,AZ,Pregnancy Rate,25-29,180.2
2005,AZ,Pregnancy Rate,25-29,181.5
2006,AZ,Pregnancy Rate,25-29,180.8
2007,AZ,Pregnancy Rate,25-29,178.0
2008,AZ,Pregnancy Rate,25-29,175.8
2009,AZ,Pregnancy Rate,25-29,167.1
2010,AZ,Pregnancy Rate,25-29,159.0
2011,AZ,Pregnancy Rate,25-29,158.1
2012,AZ,Pregnancy Rate,25-29,159.1
2013,AZ,Pregnancy Rate,25-29,157.5
2014,AZ,Pregnancy Rate,25-29,155.1
2015,AZ,Pregnancy Rate,25-29,151.9
2016,AZ,Pregnancy Rate,25-29,147.7
1988,AR,Pregnancy Rate,25-29,142.1
1992,AR,Pregnancy Rate,25-29,149.6
1996,AR,Pregnancy Rate,25-29,151.1
2000,AR,Pregnancy Rate,25-29,155.6
2005,AR,Pregnancy Rate,25-29,155.8
2006,AR,Pregnancy Rate,25-29,157.2
2007,AR,Pregnancy Rate,25-29,158.1
2008,AR,Pregnancy Rate,25-29,156.3
2009,AR,Pregnancy Rate,25-29,156.6
2010,AR,Pregnancy Rate,25-29,153.7
2011,AR,Pregnancy Rate,25-29,157.3
2012,AR,Pregnancy Rate,25-29,153.0
2013,AR,Pregnancy Rate,25-29,154.3
2014,AR,Pregnancy Rate,25-29,155.5
2015,AR,Pregnancy Rate,25-29,155.9
2016,AR,Pregnancy Rate,25-29,152.4
1988,CA,Pregnancy Rate,25-29,205.6
1992,CA,Pregnancy Rate,25-29,206.7
1996,CA,Pregnancy Rate,25-29,186.2
2000,CA,Pregnancy Rate,25-29,184.7
2005,CA,Pregnancy Rate,25-29,178.0
2006,CA,Pregnancy Rate,25-29,180.4
2007,CA,Pregnancy Rate,25-29,182.0
2008,CA,Pregnancy Rate,25-29,175.2
2009,CA,Pregnancy Rate,25-29,167.0
2010,CA,Pregnancy Rate,25-29,161.0
2011,CA,Pregnancy Rate,25-29,155.7
2012,CA,Pregnancy Rate,25-29,153.7
2013,CA,Pregnancy Rate,25-29,147.7
2014,CA,Pregnancy Rate,25-29,145.9
2015,CA,Pregnancy Rate,25-29,139.1
2016,CA,Pregnancy Rate,25-29,134.5
1988,CO,Pregnancy Rate,25-29,164.6
1992,CO,Pregnancy Rate,25-29,161.8
1996,CO,Pregnancy Rate,25-29,148.9
2000,CO,Pregnancy Rate,25-29,152.0
2005,CO,Pregnancy Rate,25-29,162.8
2006,CO,Pregnancy Rate,25-29,163.9
2007,CO,Pregnancy Rate,25-29,160.7
2008,CO,Pregnancy Rate,25-29,154.8
2009,CO,Pregnancy Rate,25-29,148.8
2010,CO,Pregnancy Rate,25-29,143.3
2011,CO,Pregnancy Rate,25-29,138.8
2012,CO,Pregnancy Rate,25-29,137.7
2013,CO,Pregnancy Rate,25-29,135.1
2014,CO,Pregnancy Rate,25-29,134.2
2015,CO,Pregnancy Rate,25-29,130.0
2016,CO,Pregnancy Rate,25-29,126.0
1988,CT,Pregnancy Rate,25-29,176.3
1992,CT,Pregnancy Rate,25-29,168.2
1996,CT,Pregnancy Rate,25-29,156.5
2000,CT,Pregnancy Rate,25-29,158.5
2005,CT,Pregnancy Rate,25-29,167.9
2006,CT,Pregnancy Rate,25-29,170.3
2007,CT,Pregnancy Rate,25-29,172.9
2008,CT,Pregnancy Rate,25-29,162.4
2009,CT,Pregnancy Rate,25-29,154.5
2010,CT,Pregnancy Rate,25-29,146.8
2011,CT,Pregnancy Rate,25-29,146.8
2012,CT,Pregnancy Rate,25-29,142.1
2013,CT,Pregnancy Rate,25-29,140.4
2014,CT,Pregnancy Rate,25-29,143.2
2015,CT,Pregnancy Rate,25-29,143.1
2016,CT,Pregnancy Rate,25-29,143.2
1988,DE,Pregnancy Rate,25-29,170.1
1992,DE,Pregnancy Rate,25-29,174.3
1996,DE,Pregnancy Rate,25-29,139.4
2000,DE,Pregnancy Rate,25-29,173.5
2005,DE,Pregnancy Rate,25-29,168.7
2006,DE,Pregnancy Rate,25-29,178.3
2007,DE,Pregnancy Rate,25-29,185.9
2008,DE,Pregnancy Rate,25-29,194.7
2009,DE,Pregnancy Rate,25-29,190.5
2010,DE,Pregnancy Rate,25-29,186.7
2011,DE,Pregnancy Rate,25-29,180.0
2012,DE,Pregnancy Rate,25-29,168.1
2013,DE,Pregnancy Rate,25-29,154.0
2014,DE,Pregnancy Rate,25-29,151.4
2015,DE,Pregnancy Rate,25-29,148.7
2016,DE,Pregnancy Rate,25-29,145.0
2000,DC,Pregnancy Rate,25-29,127.4
2005,DC,Pregnancy Rate,25-29,133.3
2006,DC,Pregnancy Rate,25-29,132.2
2007,DC,Pregnancy Rate,25-29,121.5
2008,DC,Pregnancy Rate,25-29,121.8
2009,DC,Pregnancy Rate,25-29,110.3
2010,DC,Pregnancy Rate,25-29,91.4
2011,DC,Pregnancy Rate,25-29,78.2
2012,DC,Pregnancy Rate,25-29,81.0
2013,DC,Pregnancy Rate,25-29,74.5
2014,DC,Pregnancy Rate,25-29,78.0
2015,DC,Pregnancy Rate,25-29,80.09999999999998
2016,DC,Pregnancy Rate,25-29,75.9
1988,FL,Pregnancy Rate,25-29,169.0
1992,FL,Pregnancy Rate,25-29,166.2
1996,FL,Pregnancy Rate,25-29,173.5
2000,FL,Pregnancy Rate,25-29,182.7
2005,FL,Pregnancy Rate,25-29,177.1
2006,FL,Pregnancy Rate,25-29,177.7
2007,FL,Pregnancy Rate,25-29,176.8
2008,FL,Pregnancy Rate,25-29,171.3
2009,FL,Pregnancy Rate,25-29,165.5
2010,FL,Pregnancy Rate,25-29,162.0
2011,FL,Pregnancy Rate,25-29,158.1
2012,FL,Pregnancy Rate,25-29,156.2
2013,FL,Pregnancy Rate,25-29,154.7
2014,FL,Pregnancy Rate,25-29,154.9
2015,FL,Pregnancy Rate,25-29,153.5
2016,FL,Pregnancy Rate,25-29,146.7
1988,GA,Pregnancy Rate,25-29,154.8
1992,GA,Pregnancy Rate,25-29,156.4
1996,GA,Pregnancy Rate,25-29,151.1
2000,GA,Pregnancy Rate,25-29,161.8
2005,GA,Pregnancy Rate,25-29,171.5
2006,GA,Pregnancy Rate,25-29,174.0
2007,GA,Pregnancy Rate,25-29,172.9
2008,GA,Pregnancy Rate,25-29,172.6
2009,GA,Pregnancy Rate,25-29,166.0
2010,GA,Pregnancy Rate,25-29,158.0
2011,GA,Pregnancy Rate,25-29,157.9
2012,GA,Pregnancy Rate,25-29,155.4
2013,GA,Pregnancy Rate,25-29,154.5
2014,GA,Pregnancy Rate,25-29,155.0
2015,GA,Pregnancy Rate,25-29,155.3
2016,GA,Pregnancy Rate,25-29,152.5
1988,HI,Pregnancy Rate,25-29,206.7
1992,HI,Pregnancy Rate,25-29,205.4
1996,HI,Pregnancy Rate,25-29,181.4
2000,HI,Pregnancy Rate,25-29,165.2
2005,HI,Pregnancy Rate,25-29,162.6
2006,HI,Pregnancy Rate,25-29,166.1
2007,HI,Pregnancy Rate,25-29,165.4
2008,HI,Pregnancy Rate,25-29,163.0
2009,HI,Pregnancy Rate,25-29,166.2
2010,HI,Pregnancy Rate,25-29,166.6
2011,HI,Pregnancy Rate,25-29,162.6
2012,HI,Pregnancy Rate,25-29,159.3
2013,HI,Pregnancy Rate,25-29,156.6
2014,HI,Pregnancy Rate,25-29,149.6
2015,HI,Pregnancy Rate,25-29,144.0
2016,HI,Pregnancy Rate,25-29,140.4
1988,ID,Pregnancy Rate,25-29,173.0
1992,ID,Pregnancy Rate,25-29,193.7
1996,ID,Pregnancy Rate,25-29,190.1
2000,ID,Pregnancy Rate,25-29,186.1
2005,ID,Pregnancy Rate,25-29,198.8
2006,ID,Pregnancy Rate,25-29,201.9
2007,ID,Pregnancy Rate,25-29,201.8
2008,ID,Pregnancy Rate,25-29,198.0
2009,ID,Pregnancy Rate,25-29,183.8
2010,ID,Pregnancy Rate,25-29,186.6
2011,ID,Pregnancy Rate,25-29,177.5
2012,ID,Pregnancy Rate,25-29,182.2
2013,ID,Pregnancy Rate,25-29,180.7
2014,ID,Pregnancy Rate,25-29,175.0
2015,ID,Pregnancy Rate,25-29,172.1
2016,ID,Pregnancy Rate,25-29,164.7
1988,IL,Pregnancy Rate,25-29,175.1
1992,IL,Pregnancy Rate,25-29,174.3
1996,IL,Pregnancy Rate,25-29,171.7
2000,IL,Pregnancy Rate,25-29,170.2
2005,IL,Pregnancy Rate,25-29,167.6
2006,IL,Pregnancy Rate,25-29,166.4
2007,IL,Pregnancy Rate,25-29,165.6
2008,IL,Pregnancy Rate,25-29,161.3
2009,IL,Pregnancy Rate,25-29,152.4
2010,IL,Pregnancy Rate,25-29,145.3
2011,IL,Pregnancy Rate,25-29,143.5
2012,IL,Pregnancy Rate,25-29,143.0
2013,IL,Pregnancy Rate,25-29,141.4
2014,IL,Pregnancy Rate,25-29,143.0
2015,IL,Pregnancy Rate,25-29,144.9
2016,IL,Pregnancy Rate,25-29,142.0
1988,IN,Pregnancy Rate,25-29,151.6
1992,IN,Pregnancy Rate,25-29,163.0
1996,IN,Pregnancy Rate,25-29,152.6
2000,IN,Pregnancy Rate,25-29,169.6
2005,IN,Pregnancy Rate,25-29,171.7
2006,IN,Pregnancy Rate,25-29,170.0
2007,IN,Pregnancy Rate,25-29,171.3
2008,IN,Pregnancy Rate,25-29,168.6
2009,IN,Pregnancy Rate,25-29,164.9
2010,IN,Pregnancy Rate,25-29,161.9
2011,IN,Pregnancy Rate,25-29,162.6
2012,IN,Pregnancy Rate,25-29,161.6
2013,IN,Pregnancy Rate,25-29,160.8
2014,IN,Pregnancy Rate,25-29,163.4
2015,IN,Pregnancy Rate,25-29,164.4
2016,IN,Pregnancy Rate,25-29,160.1
1988,IA,Pregnancy Rate,25-29,169.2
1992,IA,Pregnancy Rate,25-29,173.2
1996,IA,Pregnancy Rate,25-29,160.8
2000,IA,Pregnancy Rate,25-29,178.4
2005,IA,Pregnancy Rate,25-29,198.9
2006,IA,Pregnancy Rate,25-29,203.7
2007,IA,Pregnancy Rate,25-29,197.8
2008,IA,Pregnancy Rate,25-29,188.9
2009,IA,Pregnancy Rate,25-29,181.3
2010,IA,Pregnancy Rate,25-29,176.9
2011,IA,Pregnancy Rate,25-29,176.9
2012,IA,Pregnancy Rate,25-29,178.0
2013,IA,Pregnancy Rate,25-29,180.9
2014,IA,Pregnancy Rate,25-29,183.0
2015,IA,Pregnancy Rate,25-29,183.6
2016,IA,Pregnancy Rate,25-29,181.7
1988,KS,Pregnancy Rate,25-29,160.0
1992,KS,Pregnancy Rate,25-29,163.5
1996,KS,Pregnancy Rate,25-29,159.8
2000,KS,Pregnancy Rate,25-29,175.8
2005,KS,Pregnancy Rate,25-29,188.6
2006,KS,Pregnancy Rate,25-29,191.8
2007,KS,Pregnancy Rate,25-29,189.4
2008,KS,Pregnancy Rate,25-29,181.8
2009,KS,Pregnancy Rate,25-29,175.0
2010,KS,Pregnancy Rate,25-29,167.4
2011,KS,Pregnancy Rate,25-29,167.1
